#18001.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5823894.124006,8676.785623,0.000000,-11.751988,8676.781246,0.000000
#18003.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5823847.116147,26030.286833,0.000000,-35.255840,8676.711211,0.000000
#18005.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5823753.100923,43383.577940,0.000000,-58.759323,8676.571142,0.000000
#18007.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5823612.079319,60736.518876,0.000000,-82.262189,8676.361041,0.000000
#18009.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5823424.052816,78088.969582,0.000000,-105.764191,8676.080912,0.000000
#18011.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5823189.023386,95440.790004,0.000000,-129.265084,8675.730758,0.000000
#18013.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5822906.993495,112791.840100,0.000000,-152.764621,8675.310586,0.000000
#18015.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5822577.966103,130141.979837,0.000000,-176.262555,8674.820401,0.000000
#18017.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5822201.944662,147491.069199,0.000000,-199.758640,8674.260211,0.000000
#18019.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5821778.933117,164838.968183,0.000000,-223.252629,8673.630025,0.000000
#18021.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5821308.935905,182185.536807,0.000000,-246.744275,8672.929852,0.000000
#18023.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5820791.957957,199530.635108,0.000000,-270.233334,8672.159703,0.000000
#18025.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5820228.004696,216874.123145,0.000000,-293.719557,8671.319590,0.000000
#18027.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5819617.082039,234215.861004,0.000000,-317.202700,8670.409526,0.000000
#18029.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5818959.196392,251555.708795,0.000000,-340.682516,8669.429524,0.000000
#18031.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5818254.354656,268893.526658,0.000000,-364.158758,8668.379600,0.000000
#18033.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5817502.564224,286229.174765,0.000000,-387.631182,8667.259770,0.000000
#18035.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5816703.832979,303562.513321,0.000000,-411.099540,8666.070051,0.000000
#18037.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5815858.169297,320893.402565,0.000000,-434.563588,8664.810461,0.000000
#18039.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5814965.582045,338221.702775,0.000000,-458.023079,8663.481019,0.000000
#18041.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5814026.080581,355547.274268,0.000000,-481.477769,8662.081746,0.000000
#18043.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5813039.674756,372869.977403,0.000000,-504.927411,8660.612664,0.000000
#18045.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5812006.374908,390189.672583,0.000000,-528.371760,8659.073794,0.000000
#18047.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5810926.191869,407506.220257,0.000000,-551.810571,8657.465161,0.000000
#18049.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5809799.136960,424819.480922,0.000000,-575.243600,8655.786788,0.000000
#18051.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5808625.221991,442129.315125,0.000000,-598.670600,8654.038702,0.000000
#18053.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5807404.459264,459435.583466,0.000000,-622.091328,8652.220930,0.000000
#18055.000000
Earth,5972190000000000000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Satelite,0.100000,5806136.861568,476738.146600,0.000000,-645.505538,8650.333498,0.000000
#18057.000000
