532440067867.468994,-1402935191240.948486,3198144230.080796
532440084860.665344,-1402935184441.111084,3198143434.177138
532440101853.861633,-1402935177641.273682,3198142638.273480
532440118847.057800,-1402935170841.436035,3198141842.369821
532440135840.253906,-1402935164041.598145,3198141046.466162
532440152833.449951,-1402935157241.760010,3198140250.562502
532440169826.645874,-1402935150441.921631,3198139454.658842
532440186819.841736,-1402935143642.083252,3198138658.755181
532440203813.037537,-1402935136842.244385,3198137862.851519
532440220806.233215,-1402935130042.405518,3198137066.947857
532440237799.428833,-1402935123242.566162,3198136271.044195
532440254792.624329,-1402935116442.726807,3198135475.140532
532440271785.819763,-1402935109642.887207,3198134679.236868
532440288779.015076,-1402935102843.047363,3198133883.333205
532440305772.210327,-1402935096043.207275,3198133087.429540
532440322765.405518,-1402935089243.366943,3198132291.525876
532440339758.600586,-1402935082443.526367,3198131495.622210
532440356751.795593,-1402935075643.685547,3198130699.718544
532440373744.990540,-1402935068843.844727,3198129903.814878
532440390738.185364,-1402935062044.003418,3198129107.911211
532440407731.380127,-1402935055244.162109,3198128312.007544
532440424724.574829,-1402935048444.320312,3198127516.103876
532440441717.769409,-1402935041644.478516,3198126720.200207
532440458710.963928,-1402935034844.636475,3198125924.296538
532440475704.158386,-1402935028044.794189,3198125128.392869
532440492697.352722,-1402935021244.951660,3198124332.489199
532440509690.546997,-1402935014445.108887,3198123536.585529
532440526683.741150,-1402935007645.266113,3198122740.681858
532440543676.935242,-1402935000845.422852,3198121944.778187
532440560670.129211,-1402934994045.579590,3198121148.874515
532440577663.323120,-1402934987245.735840,3198120352.970842
532440594656.516968,-1402934980445.892090,3198119557.067169
532440611649.710693,-1402934973646.047852,3198118761.163496
532440628642.904358,-1402934966846.203613,3198117965.259822
532440645636.097961,-1402934960046.359131,3198117169.356148
532440662629.291443,-1402934953246.514404,3198116373.452473
532440679622.484863,-1402934946446.669434,3198115577.548798
532440696615.678223,-1402934939646.824219,3198114781.645122
532440713608.871460,-1402934932846.979004,3198113985.741445
532440730602.064636,-1402934926047.133301,3198113189.837768
532440747595.257751,-1402934919247.287598,3198112393.934091
532440764588.450745,-1402934912447.441406,3198111598.030413
532440781581.643616,-1402934905647.595215,3198110802.126734
532440798574.836426,-1402934898847.748779,3198110006.223055
532440815568.029175,-1402934892047.902100,3198109210.319376
532440832561.221802,-1402934885248.055176,3198108414.415696
